,input,sensor_type,image_size,resolution_(DPI),nfiq1_quality,nfiq2_quality,minutiae_sourceafis,minutiae_mindtct_m1=0,minutiae_mindtct_m1=1,minutiae_fingerjet
1102,_home_Analise_digitais_2004_DB3_62_62_5,thermal sweeping sensor Atmel,300x480,512,1,41,51,109,109,118
1103,_home_Analise_digitais_2004_DB1_38_38_4,optical sensor CrossMatch,640x480,500,1,45,30,69,69,42
1104,_home_Analise_digitais_2004_DB1_94_94_1,optical sensor CrossMatch,640x480,500,1,43,28,57,57,37
1105,_home_Analise_digitais_2004_DB4_14_14_5,synthetic fingerprint generation,288x384,500,2,12,43,54,54,110
1106,_home_Analise_digitais_2004_DB3_101_101_4,thermal sweeping sensor Atmel,300x480,512,2,49,37,63,63,57
1107,_home_Analise_digitais_2004_DB2_72_72_7,optical sensor Digital Persona,328x364,500,3,26,27,58,58,73
1108,_home_Analise_digitais_2004_DB1_43_43_8,optical sensor CrossMatch,640x480,500,1,30,25,57,57,50
1109,_home_Analise_digitais_2004_DB4_36_36_4,synthetic fingerprint generation,288x384,500,2,44,18,42,42,42
1110,_home_Analise_digitais_2004_DB2_83_83_3,optical sensor Digital Persona,328x364,500,2,47,44,63,63,75
1111,_home_Analise_digitais_2004_DB4_60_60_5,synthetic fingerprint generation,288x384,500,1,22,46,63,63,74
1112,_home_Analise_digitais_2004_DB2_73_73_6,optical sensor Digital Persona,328x364,500,2,27,34,40,40,38
1113,_home_Analise_digitais_2004_DB1_23_23_4,optical sensor CrossMatch,640x480,500,1,33,70,80,80,99
1114,_home_Analise_digitais_2004_DB3_12_12_8,thermal sweeping sensor Atmel,300x480,512,4,18,131,160,160,0
1115,_home_Analise_digitais_2004_DB2_1_1_8,optical sensor Digital Persona,328x364,500,2,21,43,51,51,110
1116,_home_Analise_digitais_2004_DB1_24_24_4,optical sensor CrossMatch,640x480,500,1,49,63,95,95,96
1117,_home_Analise_digitais_2004_DB2_99_99_5,optical sensor Digital Persona,328x364,500,5,2,82,99,99,187
1118,_home_Analise_digitais_2004_DB3_62_62_8,thermal sweeping sensor Atmel,300x480,512,4,22,131,133,133,0
1119,_home_Analise_digitais_2004_DB4_74_74_6,synthetic fingerprint generation,288x384,500,1,20,38,55,55,60
1120,_home_Analise_digitais_2004_DB3_34_34_1,thermal sweeping sensor Atmel,300x480,512,2,35,51,83,83,66
1121,_home_Analise_digitais_2004_DB2_92_92_4,optical sensor Digital Persona,328x364,500,2,38,44,62,62,66
1122,_home_Analise_digitais_2004_DB3_60_60_5,thermal sweeping sensor Atmel,300x480,512,1,52,58,95,95,127
1123,_home_Analise_digitais_2004_DB3_41_41_4,thermal sweeping sensor Atmel,300x480,512,1,29,42,85,85,69
1124,_home_Analise_digitais_2004_DB1_44_44_1,optical sensor CrossMatch,640x480,500,1,50,42,66,66,52
1125,_home_Analise_digitais_2004_DB1_3_3_3,optical sensor CrossMatch,640x480,500,1,43,52,82,82,91
1126,_home_Analise_digitais_2004_DB3_42_42_3,thermal sweeping sensor Atmel,300x480,512,5,10,53,77,77,142
1127,_home_Analise_digitais_2004_DB4_29_29_2,synthetic fingerprint generation,288x384,500,2,37,27,30,30,30
1128,_home_Analise_digitais_2004_DB1_38_38_7,optical sensor CrossMatch,640x480,500,1,40,47,72,72,88
1129,_home_Analise_digitais_2004_DB3_20_20_2,thermal sweeping sensor Atmel,300x480,512,2,39,85,138,138,150
1130,_home_Analise_digitais_2004_DB1_74_74_1,optical sensor CrossMatch,640x480,500,3,25,32,43,43,68
1131,_home_Analise_digitais_2004_DB4_59_59_8,synthetic fingerprint generation,288x384,500,2,46,28,31,31,38
1132,_home_Analise_digitais_2004_DB3_19_19_1,thermal sweeping sensor Atmel,300x480,512,2,37,37,80,80,76
1133,_home_Analise_digitais_2004_DB4_41_41_7,synthetic fingerprint generation,288x384,500,2,28,26,31,31,27
1134,_home_Analise_digitais_2004_DB3_106_106_6,thermal sweeping sensor Atmel,300x480,512,1,50,50,92,92,77
1135,_home_Analise_digitais_2004_DB1_27_27_1,optical sensor CrossMatch,640x480,500,1,47,36,53,53,49
1136,_home_Analise_digitais_2004_DB1_76_76_6,optical sensor CrossMatch,640x480,500,3,26,39,68,68,76
1137,_home_Analise_digitais_2004_DB3_13_13_6,thermal sweeping sensor Atmel,300x480,512,1,44,75,103,103,116
1138,_home_Analise_digitais_2004_DB3_22_22_5,thermal sweeping sensor Atmel,300x480,512,1,55,33,86,86,53
1139,_home_Analise_digitais_2004_DB3_84_84_8,thermal sweeping sensor Atmel,300x480,512,1,46,57,90,90,74
1140,_home_Analise_digitais_2004_DB3_2_2_3,thermal sweeping sensor Atmel,300x480,512,2,43,36,66,66,68
1141,_home_Analise_digitais_2004_DB2_92_92_3,optical sensor Digital Persona,328x364,500,2,44,35,52,52,53
1142,_home_Analise_digitais_2004_DB3_2_2_2,thermal sweeping sensor Atmel,300x480,512,1,47,39,59,59,65
1143,_home_Analise_digitais_2004_DB1_94_94_3,optical sensor CrossMatch,640x480,500,1,56,37,77,77,63
1144,_home_Analise_digitais_2004_DB3_2_2_8,thermal sweeping sensor Atmel,300x480,512,1,48,27,70,70,60
1145,_home_Analise_digitais_2004_DB3_73_73_3,thermal sweeping sensor Atmel,300x480,512,1,43,41,76,76,68
1146,_home_Analise_digitais_2004_DB3_5_5_5,thermal sweeping sensor Atmel,300x480,512,1,53,43,105,105,86
1147,_home_Analise_digitais_2004_DB4_75_75_8,synthetic fingerprint generation,288x384,500,3,7,5,9,9,35
1148,_home_Analise_digitais_2004_DB2_45_45_6,optical sensor Digital Persona,328x364,500,3,25,26,41,41,25
1149,_home_Analise_digitais_2004_DB2_59_59_3,optical sensor Digital Persona,328x364,500,2,25,45,84,84,55
1150,_home_Analise_digitais_2004_DB1_29_29_5,optical sensor CrossMatch,640x480,500,1,44,41,60,60,53
1151,_home_Analise_digitais_2004_DB4_24_24_8,synthetic fingerprint generation,288x384,500,2,41,32,40,40,41
1152,_home_Analise_digitais_2004_DB2_102_102_2,optical sensor Digital Persona,328x364,500,2,42,34,43,43,37
1153,_home_Analise_digitais_2004_DB3_24_24_1,thermal sweeping sensor Atmel,300x480,512,2,41,30,72,72,49
1154,_home_Analise_digitais_2004_DB1_94_94_7,optical sensor CrossMatch,640x480,500,1,53,33,80,80,61
1155,_home_Analise_digitais_2004_DB3_92_92_5,thermal sweeping sensor Atmel,300x480,512,3,39,78,130,130,106
1156,_home_Analise_digitais_2004_DB1_58_58_7,optical sensor CrossMatch,640x480,500,1,48,39,67,67,60
1157,_home_Analise_digitais_2004_DB4_75_75_6,synthetic fingerprint generation,288x384,500,3,15,12,18,18,26
1158,_home_Analise_digitais_2004_DB1_32_32_1,optical sensor CrossMatch,640x480,500,2,21,25,31,31,42
1159,_home_Analise_digitais_2004_DB3_11_11_3,thermal sweeping sensor Atmel,300x480,512,1,45,76,116,116,119
1160,_home_Analise_digitais_2004_DB1_105_105_1,optical sensor CrossMatch,640x480,500,3,13,13,27,27,40
1161,_home_Analise_digitais_2004_DB1_50_50_6,optical sensor CrossMatch,640x480,500,1,36,38,69,69,70
1162,_home_Analise_digitais_2004_DB4_32_32_5,synthetic fingerprint generation,288x384,500,2,40,33,42,42,50
1163,_home_Analise_digitais_2004_DB2_34_34_7,optical sensor Digital Persona,328x364,500,5,3,52,82,82,135
1164,_home_Analise_digitais_2004_DB2_100_100_4,optical sensor Digital Persona,328x364,500,5,1,73,90,90,133
1165,_home_Analise_digitais_2004_DB1_11_11_5,optical sensor CrossMatch,640x480,500,1,46,26,49,49,40
1166,_home_Analise_digitais_2004_DB2_50_50_4,optical sensor Digital Persona,328x364,500,3,26,26,39,39,31
1167,_home_Analise_digitais_2004_DB2_77_77_4,optical sensor Digital Persona,328x364,500,3,44,22,42,42,26
1168,_home_Analise_digitais_2004_DB4_64_64_2,synthetic fingerprint generation,288x384,500,2,25,26,34,34,37
1169,_home_Analise_digitais_2004_DB1_14_14_5,optical sensor CrossMatch,640x480,500,2,32,19,36,36,25
1170,_home_Analise_digitais_2004_DB4_51_51_4,synthetic fingerprint generation,288x384,500,3,32,27,38,38,38
1171,_home_Analise_digitais_2004_DB1_40_40_6,optical sensor CrossMatch,640x480,500,1,42,27,71,71,65
1172,_home_Analise_digitais_2004_DB1_13_13_2,optical sensor CrossMatch,640x480,500,1,52,35,55,55,67
1173,_home_Analise_digitais_2004_DB2_44_44_1,optical sensor Digital Persona,328x364,500,2,39,25,42,42,42
1174,_home_Analise_digitais_2004_DB3_88_88_2,thermal sweeping sensor Atmel,300x480,512,2,38,64,112,112,106
1175,_home_Analise_digitais_2004_DB2_105_105_4,optical sensor Digital Persona,328x364,500,2,50,22,29,29,25
1176,_home_Analise_digitais_2004_DB4_25_25_6,synthetic fingerprint generation,288x384,500,1,39,33,55,55,43
1177,_home_Analise_digitais_2004_DB2_61_61_6,optical sensor Digital Persona,328x364,500,3,50,29,49,49,45
1178,_home_Analise_digitais_2004_DB3_97_97_7,thermal sweeping sensor Atmel,300x480,512,1,51,48,83,83,119
1179,_home_Analise_digitais_2004_DB3_95_95_2,thermal sweeping sensor Atmel,300x480,512,2,44,74,94,94,155
1180,_home_Analise_digitais_2004_DB3_99_99_2,thermal sweeping sensor Atmel,300x480,512,2,53,69,106,106,88
1181,_home_Analise_digitais_2004_DB4_79_79_2,synthetic fingerprint generation,288x384,500,2,42,23,34,34,33
1182,_home_Analise_digitais_2004_DB4_5_5_4,synthetic fingerprint generation,288x384,500,3,6,53,89,89,133
1183,_home_Analise_digitais_2004_DB1_5_5_4,optical sensor CrossMatch,640x480,500,2,57,37,46,46,49
1184,_home_Analise_digitais_2004_DB1_91_91_7,optical sensor CrossMatch,640x480,500,2,52,25,49,49,37
1185,_home_Analise_digitais_2004_DB1_63_63_4,optical sensor CrossMatch,640x480,500,2,36,21,45,45,34
1186,_home_Analise_digitais_2004_DB2_28_28_7,optical sensor Digital Persona,328x364,500,3,55,31,57,57,69
1187,_home_Analise_digitais_2004_DB2_74_74_3,optical sensor Digital Persona,328x364,500,2,62,38,55,55,46
1188,_home_Analise_digitais_2004_DB1_34_34_3,optical sensor CrossMatch,640x480,500,2,47,24,33,33,28
1189,_home_Analise_digitais_2004_DB1_23_23_3,optical sensor CrossMatch,640x480,500,2,42,55,85,85,98
1190,_home_Analise_digitais_2004_DB2_16_16_7,optical sensor Digital Persona,328x364,500,3,21,14,35,35,25
1191,_home_Analise_digitais_2004_DB2_85_85_7,optical sensor Digital Persona,328x364,500,4,8,65,56,56,66
1192,_home_Analise_digitais_2004_DB4_49_49_5,synthetic fingerprint generation,288x384,500,1,41,57,71,71,69
1193,_home_Analise_digitais_2004_DB1_96_96_5,optical sensor CrossMatch,640x480,500,3,19,77,102,102,132
1194,_home_Analise_digitais_2004_DB2_33_33_4,optical sensor Digital Persona,328x364,500,1,49,35,59,59,47
1195,_home_Analise_digitais_2004_DB1_29_29_2,optical sensor CrossMatch,640x480,500,1,31,21,39,39,31
1196,_home_Analise_digitais_2004_DB4_53_53_4,synthetic fingerprint generation,288x384,500,3,23,23,33,33,35
1197,_home_Analise_digitais_2004_DB3_28_28_5,thermal sweeping sensor Atmel,300x480,512,1,56,55,110,110,97
1198,_home_Analise_digitais_2004_DB2_90_90_1,optical sensor Digital Persona,328x364,500,2,36,49,65,65,55
1199,_home_Analise_digitais_2004_DB2_16_16_4,optical sensor Digital Persona,328x364,500,1,46,36,61,61,52
1200,_home_Analise_digitais_2004_DB3_51_51_2,thermal sweeping sensor Atmel,300x480,512,1,54,40,80,80,71
1201,_home_Analise_digitais_2004_DB1_58_58_1,optical sensor CrossMatch,640x480,500,2,49,39,50,50,46
1202,_home_Analise_digitais_2004_DB4_80_80_4,synthetic fingerprint generation,288x384,500,3,24,19,51,51,54
1203,_home_Analise_digitais_2004_DB4_35_35_1,synthetic fingerprint generation,288x384,500,3,21,33,59,59,47
1204,_home_Analise_digitais_2004_DB1_93_93_3,optical sensor CrossMatch,640x480,500,1,66,41,65,65,53
1205,_home_Analise_digitais_2004_DB4_75_75_5,synthetic fingerprint generation,288x384,500,3,17,13,24,24,20
1206,_home_Analise_digitais_2004_DB2_81_81_6,optical sensor Digital Persona,328x364,500,1,46,50,58,58,72
1207,_home_Analise_digitais_2004_DB1_56_56_7,optical sensor CrossMatch,640x480,500,1,52,29,57,57,40
1208,_home_Analise_digitais_2004_DB1_2_2_8,optical sensor CrossMatch,640x480,500,3,27,31,52,52,73
1209,_home_Analise_digitais_2004_DB3_44_44_5,thermal sweeping sensor Atmel,300x480,512,3,19,39,76,76,89
1210,_home_Analise_digitais_2004_DB3_98_98_3,thermal sweeping sensor Atmel,300x480,512,1,57,48,88,88,82
1211,_home_Analise_digitais_2004_DB3_70_70_4,thermal sweeping sensor Atmel,300x480,512,3,22,91,116,116,136
1212,_home_Analise_digitais_2004_DB3_57_57_1,thermal sweeping sensor Atmel,300x480,512,1,52,52,83,83,95
1213,_home_Analise_digitais_2004_DB3_7_7_4,thermal sweeping sensor Atmel,300x480,512,1,41,52,106,106,103
1214,_home_Analise_digitais_2004_DB3_47_47_5,thermal sweeping sensor Atmel,300x480,512,1,48,35,77,77,42
1215,_home_Analise_digitais_2004_DB1_9_9_4,optical sensor CrossMatch,640x480,500,1,53,35,73,73,49
1216,_home_Analise_digitais_2004_DB2_28_28_6,optical sensor Digital Persona,328x364,500,3,39,43,71,71,66
1217,_home_Analise_digitais_2004_DB4_96_96_4,synthetic fingerprint generation,288x384,500,2,41,27,35,35,36
1218,_home_Analise_digitais_2004_DB4_61_61_4,synthetic fingerprint generation,288x384,500,2,52,37,53,53,45
1219,_home_Analise_digitais_2004_DB4_63_63_1,synthetic fingerprint generation,288x384,500,3,17,33,36,36,47
1220,_home_Analise_digitais_2004_DB4_50_50_1,synthetic fingerprint generation,288x384,500,3,27,11,21,21,29
1221,_home_Analise_digitais_2004_DB2_97_97_2,optical sensor Digital Persona,328x364,500,5,2,74,83,83,1
1222,_home_Analise_digitais_2004_DB1_25_25_7,optical sensor CrossMatch,640x480,500,2,52,41,51,51,72
1223,_home_Analise_digitais_2004_DB4_82_82_7,synthetic fingerprint generation,288x384,500,2,25,26,44,44,48
1224,_home_Analise_digitais_2004_DB3_85_85_1,thermal sweeping sensor Atmel,300x480,512,3,54,60,96,96,109
1225,_home_Analise_digitais_2004_DB3_51_51_1,thermal sweeping sensor Atmel,300x480,512,1,56,41,94,94,90
1226,_home_Analise_digitais_2004_DB3_62_62_7,thermal sweeping sensor Atmel,300x480,512,3,21,112,139,139,203
1227,_home_Analise_digitais_2004_DB4_79_79_7,synthetic fingerprint generation,288x384,500,1,40,30,46,46,39
1228,_home_Analise_digitais_2004_DB2_64_64_5,optical sensor Digital Persona,328x364,500,2,34,29,53,53,44
1229,_home_Analise_digitais_2004_DB1_107_107_5,optical sensor CrossMatch,640x480,500,1,53,37,65,65,60
1230,_home_Analise_digitais_2004_DB1_17_17_6,optical sensor CrossMatch,640x480,500,2,35,29,48,48,39
1231,_home_Analise_digitais_2004_DB3_27_27_8,thermal sweeping sensor Atmel,300x480,512,1,35,79,123,123,146
1232,_home_Analise_digitais_2004_DB2_47_47_4,optical sensor Digital Persona,328x364,500,2,62,35,46,46,36
1233,_home_Analise_digitais_2004_DB3_30_30_3,thermal sweeping sensor Atmel,300x480,512,1,33,53,104,104,123
1234,_home_Analise_digitais_2004_DB3_60_60_1,thermal sweeping sensor Atmel,300x480,512,1,41,81,121,121,157
1235,_home_Analise_digitais_2004_DB2_32_32_6,optical sensor Digital Persona,328x364,500,2,43,47,71,71,62
1236,_home_Analise_digitais_2004_DB2_11_11_5,optical sensor Digital Persona,328x364,500,2,46,26,45,45,33
1237,_home_Analise_digitais_2004_DB3_109_109_8,thermal sweeping sensor Atmel,300x480,512,1,56,58,89,89,98
1238,_home_Analise_digitais_2004_DB4_92_92_2,synthetic fingerprint generation,288x384,500,1,29,38,59,59,57
1239,_home_Analise_digitais_2004_DB4_80_80_7,synthetic fingerprint generation,288x384,500,1,38,42,62,62,63
1240,_home_Analise_digitais_2004_DB2_101_101_4,optical sensor Digital Persona,328x364,500,2,39,16,24,24,17
1241,_home_Analise_digitais_2004_DB4_49_49_4,synthetic fingerprint generation,288x384,500,1,48,49,74,74,69
1242,_home_Analise_digitais_2004_DB1_13_13_5,optical sensor CrossMatch,640x480,500,1,53,27,42,42,44
1243,_home_Analise_digitais_2004_DB2_86_86_6,optical sensor Digital Persona,328x364,500,3,27,33,52,52,38
1244,_home_Analise_digitais_2004_DB1_89_89_4,optical sensor CrossMatch,640x480,500,1,55,31,53,53,52
1245,_home_Analise_digitais_2004_DB2_105_105_6,optical sensor Digital Persona,328x364,500,2,39,37,52,52,55
1246,_home_Analise_digitais_2004_DB2_9_9_6,optical sensor Digital Persona,328x364,500,2,50,26,40,40,28
1247,_home_Analise_digitais_2004_DB2_85_85_3,optical sensor Digital Persona,328x364,500,3,40,40,57,57,57
1248,_home_Analise_digitais_2004_DB2_32_32_5,optical sensor Digital Persona,328x364,500,2,34,46,64,64,54
1249,_home_Analise_digitais_2004_DB1_74_74_3,optical sensor CrossMatch,640x480,500,1,46,32,58,58,41
1250,_home_Analise_digitais_2004_DB2_64_64_6,optical sensor Digital Persona,328x364,500,2,56,33,53,53,43
1251,_home_Analise_digitais_2004_DB4_32_32_7,synthetic fingerprint generation,288x384,500,2,41,25,29,29,33
1252,_home_Analise_digitais_2004_DB1_65_65_4,optical sensor CrossMatch,640x480,500,1,43,38,74,74,49
1253,_home_Analise_digitais_2004_DB1_42_42_3,optical sensor CrossMatch,640x480,500,1,50,44,76,76,54
1254,_home_Analise_digitais_2004_DB4_71_71_1,synthetic fingerprint generation,288x384,500,1,43,40,70,70,61
1255,_home_Analise_digitais_2004_DB2_60_60_7,optical sensor Digital Persona,328x364,500,1,33,39,68,68,60
1256,_home_Analise_digitais_2004_DB2_7_7_6,optical sensor Digital Persona,328x364,500,2,32,24,41,41,34
1257,_home_Analise_digitais_2004_DB1_57_57_2,optical sensor CrossMatch,640x480,500,3,40,59,75,75,93
1258,_home_Analise_digitais_2004_DB3_84_84_7,thermal sweeping sensor Atmel,300x480,512,1,49,56,88,88,82
1259,_home_Analise_digitais_2004_DB3_33_33_6,thermal sweeping sensor Atmel,300x480,512,4,31,96,126,126,187
1260,_home_Analise_digitais_2004_DB1_101_101_3,optical sensor CrossMatch,640x480,500,2,46,24,43,43,31
1261,_home_Analise_digitais_2004_DB1_25_25_1,optical sensor CrossMatch,640x480,500,2,45,45,64,64,80
1262,_home_Analise_digitais_2004_DB3_99_99_3,thermal sweeping sensor Atmel,300x480,512,1,51,60,111,111,79
1263,_home_Analise_digitais_2004_DB2_42_42_6,optical sensor Digital Persona,328x364,500,2,42,30,56,56,46
1264,_home_Analise_digitais_2004_DB1_83_83_7,optical sensor CrossMatch,640x480,500,3,44,58,107,107,118
1265,_home_Analise_digitais_2004_DB2_102_102_6,optical sensor Digital Persona,328x364,500,2,43,18,40,40,29
1266,_home_Analise_digitais_2004_DB4_18_18_7,synthetic fingerprint generation,288x384,500,1,43,42,60,60,72
1267,_home_Analise_digitais_2004_DB3_80_80_3,thermal sweeping sensor Atmel,300x480,512,3,19,73,110,110,147
1268,_home_Analise_digitais_2004_DB1_24_24_6,optical sensor CrossMatch,640x480,500,1,36,43,73,73,67
1269,_home_Analise_digitais_2004_DB2_11_11_7,optical sensor Digital Persona,328x364,500,1,45,31,47,47,44
1270,_home_Analise_digitais_2004_DB3_10_10_7,thermal sweeping sensor Atmel,300x480,512,1,39,85,119,119,137
1271,_home_Analise_digitais_2004_DB4_21_21_1,synthetic fingerprint generation,288x384,500,3,20,11,36,36,37
1272,_home_Analise_digitais_2004_DB1_9_9_1,optical sensor CrossMatch,640x480,500,2,47,24,42,42,37
1273,_home_Analise_digitais_2004_DB2_66_66_4,optical sensor Digital Persona,328x364,500,2,26,26,39,39,32
1274,_home_Analise_digitais_2004_DB1_29_29_3,optical sensor CrossMatch,640x480,500,3,40,53,61,61,81
1275,_home_Analise_digitais_2004_DB2_83_83_7,optical sensor Digital Persona,328x364,500,2,34,20,40,40,37
1276,_home_Analise_digitais_2004_DB3_27_27_1,thermal sweeping sensor Atmel,300x480,512,1,45,53,107,107,79
1277,_home_Analise_digitais_2004_DB1_66_66_7,optical sensor CrossMatch,640x480,500,1,32,28,64,64,53
1278,_home_Analise_digitais_2004_DB1_54_54_8,optical sensor CrossMatch,640x480,500,5,11,71,92,92,162
1279,_home_Analise_digitais_2004_DB2_81_81_7,optical sensor Digital Persona,328x364,500,3,28,35,44,44,43
1280,_home_Analise_digitais_2004_DB3_24_24_7,thermal sweeping sensor Atmel,300x480,512,1,52,36,64,64,44
1281,_home_Analise_digitais_2004_DB4_18_18_8,synthetic fingerprint generation,288x384,500,2,25,39,63,63,74
1282,_home_Analise_digitais_2004_DB3_33_33_8,thermal sweeping sensor Atmel,300x480,512,4,20,116,159,159,0
1283,_home_Analise_digitais_2004_DB1_38_38_6,optical sensor CrossMatch,640x480,500,1,53,30,62,62,54
1284,_home_Analise_digitais_2004_DB1_110_110_3,optical sensor CrossMatch,640x480,500,2,49,34,53,53,57
1285,_home_Analise_digitais_2004_DB4_32_32_6,synthetic fingerprint generation,288x384,500,1,45,32,42,42,41
1286,_home_Analise_digitais_2004_DB4_96_96_1,synthetic fingerprint generation,288x384,500,2,50,37,50,50,52
1287,_home_Analise_digitais_2004_DB2_105_105_5,optical sensor Digital Persona,328x364,500,1,51,47,75,75,66
1288,_home_Analise_digitais_2004_DB2_1_1_3,optical sensor Digital Persona,328x364,500,1,50,53,78,78,87
1289,_home_Analise_digitais_2004_DB4_4_4_1,synthetic fingerprint generation,288x384,500,1,29,60,84,84,98
1290,_home_Analise_digitais_2004_DB2_61_61_4,optical sensor Digital Persona,328x364,500,3,15,30,45,45,37
1291,_home_Analise_digitais_2004_DB3_83_83_7,thermal sweeping sensor Atmel,300x480,512,2,54,47,82,82,75
1292,_home_Analise_digitais_2004_DB2_24_24_2,optical sensor Digital Persona,328x364,500,2,19,39,51,51,43
